"carat","cut","color","clarity","depth","table","price","x","y","z"
1.2,"Ideal","G","SI2",58.9,60,5562,6.98,6.94,4.1
0.3,"Very Good","F","VS1",59.8,59,704,4.3,4.43,2.61
0.52,"Ideal","D","VS2",61.9,55,1802,5.19,5.21,3.22
1.01,"Ideal","I","VS1",62.5,59,5022,6.33,6.41,3.98
1.24,"Ideal","H","VS1",63,56,7222,6.87,6.82,4.31
0.31,"Ideal","I","VVS1",62.3,54,557,4.37,4.4,2.73
0.8,"Good","H","VS2",63.4,60,2845,5.92,5.82,3.72
0.25,"Very Good","D","VVS2",63,56,512,3.98,4.02,2.52
1.34,"Very Good","J","VS1",63,57,6237,6.9,7.01,4.38
0.76,"Ideal","H","SI2",61.7,56,2404,5.88,5.86,3.62
0.7,"Very Good","E","VS2",58.9,60,2845,5.83,5.85,3.44
0.4,"Ideal","G","SI1",61.5,57,942,4.74,4.76,2.92
0.41,"Premium","F","VS2",62.8,58,1107,4.73,4.69,2.96
0.51,"Fair","D","SI1",65.2,55,1304,5.05,5.01,3.28
1.55,"Ideal","I","VVS1",62.1,56,11869,7.36,7.43,4.59
0.9,"Premium","E","SI1",62.7,62,4092,6.22,6.1,3.85
0.93,"Premium","F","SI2",61.3,62,3317,6.26,6.17,3.81
1,"Good","H","SI2",59,61,3991,6.42,6.46,3.8
0.5,"Good","I","VS2",60.4,64,1047,5.12,5.08,3.08
0.7,"Very Good","D","SI2",63.7,58,2104,5.56,5.62,3.56
0.56,"Premium","D","SI1",60.6,59,1723,5.34,5.36,3.24
1.51,"Very Good","F","SI1",62.1,55,11302,7.29,7.37,4.55
1.21,"Very Good","H","VS2",62.9,55,7426,6.75,6.8,4.26
1.06,"Ideal","H","SI1",61.7,56,5188,6.58,6.55,4.05
1.67,"Ideal","H","VS1",61.8,55.9,13887,7.57,7.6,4.69
1.02,"Very Good","F","SI1",63.5,57,4678,6.4,6.35,4.05
0.35,"Ideal","G","VVS2",61,57,1024,4.58,4.54,2.78
0.33,"Ideal","D","VS2",62.3,54,667,4.43,4.46,2.77
0.51,"Ideal","G","VVS2",62.9,57,1842,5.12,5.06,3.2
0.34,"Premium","G","VS2",61.6,58,596,4.45,4.51,2.76
1,"Ideal","H","SI2",59.4,55,4295,6.59,6.65,3.93
1.1,"Premium","D","VVS2",61.7,56,11233,6.65,6.64,4.1
0.3,"Good","H","VS1",63.1,57,526,4.24,4.26,2.68
0.52,"Ideal","E","VS2",61.5,56,1644,5.14,5.17,3.17
0.3,"Very Good","E","VVS1",62.6,56,862,4.26,4.27,2.67
0.4,"Good","D","SI1",63.3,57,720,4.68,4.71,2.97
1,"Ideal","D","SI2",61.5,56,4956,6.45,6.41,3.95
0.41,"Premium","D","VS1",60.6,59,1082,4.84,4.8,2.92
0.32,"Ideal","I","IF",62.2,57,864,4.37,4.35,2.71
0.35,"Ideal","E","SI2",61.7,56,491,4.53,4.55,2.8
2.02,"Ideal","I","SI1",62.3,57,15785,8.07,8.11,5.04
0.43,"Ideal","H","SI1",61.9,55,783,4.84,4.88,3.01
0.54,"Ideal","E","VS2",61.9,55,1847,5.24,5.2,3.23
0.57,"Very Good","F","VS2",62,54,1637,5.31,5.34,3.3
0.91,"Very Good","E","SI2",62.4,58,3936,6.11,6.14,3.82
1.52,"Premium","H","SI1",61,58,9700,7.44,7.39,4.52
0.33,"Ideal","D","VS2",61.9,57,781,4.42,4.47,2.75
1.5,"Fair","H","I1",69.3,61,3175,6.99,6.81,4.78
0.9,"Good","E","IF",63.6,56,6804,6.11,6.02,3.86
0.52,"Good","D","SI1",63.7,55,1605,5.12,5.09,3.25
0.32,"Ideal","E","VVS2",61.5,56,816,4.43,4.45,2.73
2.01,"Premium","H","SI1",61.8,58,17347,8.13,8.06,5
0.7,"Ideal","G","SI2",62.6,55,2232,5.66,5.69,3.55
0.8,"Premium","E","VS2",63,56,3494,5.91,5.84,3.7
1.71,"Premium","I","VS1",60.3,62,10055,7.76,7.7,4.66
0.7,"Ideal","E","VS1",62.3,54,3345,5.67,5.71,3.54
0.3,"Ideal","F","IF",62.5,54,886,4.31,4.33,2.7
1.02,"Premium","D","SI1",62.3,59,5890,6.38,6.42,3.99
2.1,"Premium","J","SI2",62,62,12308,8.23,8.17,5.08
0.53,"Ideal","E","VVS2",61.8,55,2433,5.16,5.19,3.2
0.33,"Ideal","G","VVS1",61.7,55,838,4.48,4.5,2.77
0.5,"Very Good","E","VS1",59,60,1806,5.19,5.22,3.07
1.32,"Ideal","I","SI1",62,57,7162,6.99,7.04,4.35
2.1,"Fair","G","I1",64.6,58,6597,8.05,8.01,5.19
0.91,"Good","F","SI1",63.7,58,3924,6.17,6.1,3.91
1.1,"Premium","E","SI2",60,60,4201,6.7,6.73,4.03
0.9,"Premium","D","SI1",62.8,59,4612,6.18,6.14,3.87
0.51,"Premium","F","SI1",61.4,59,1421,5.13,5.13,3.16
0.31,"Ideal","G","VVS2",62.4,56,907,4.35,4.31,2.7
1.2,"Ideal","G","VS1",62,57,8545,6.78,6.81,4.21
1.04,"Ideal","G","VS1",61.5,56,7294,6.53,6.57,4.03
1,"Ideal","G","VS1",62.7,54,6349,6.37,6.42,4.01
1.11,"Ideal","F","VVS1",59.7,58,12956,6.7,6.74,4.01
1.02,"Ideal","I","SI2",61.8,57,4118,6.44,6.46,3.99
0.3,"Very Good","D","VS1",60.1,58,666,4.35,4.37,2.62
1.21,"Ideal","I","VS1",60.5,58,6292,6.95,6.89,4.19
0.72,"Very Good","F","SI2",58.5,60,2126,5.86,5.93,3.45
1.35,"Good","I","VS2",59.2,65,5610,7.18,7.13,4.23
1.61,"Premium","H","SI1",61.4,58,9341,7.59,7.53,4.64
0.48,"Very Good","E","SI1",62.7,58.5,1349,4.99,5.01,3.14
0.34,"Premium","H","VS2",61.1,58,689,4.5,4.47,2.74
1.01,"Premium","H","SI2",61.1,60,3054,6.46,6.41,3.93
1.74,"Premium","I","VS2",58.6,59,12168,7.99,7.87,4.65
1.52,"Ideal","I","SI2",61.3,60,7582,7.33,7.39,4.51
1.09,"Very Good","E","SI1",62.8,56,5771,6.53,6.6,4.12
1.01,"Ideal","E","SI1",62.9,56,5375,6.41,6.38,4.02
1.05,"Very Good","E","SI2",62.2,59,3816,6.44,6.51,4.03
1,"Premium","F","SI1",59,59,4144,6.55,6.5,3.85
0.74,"Premium","E","VS2",62.4,59,3108,5.77,5.73,3.59
0.31,"Ideal","E","VS1",61.3,54,664,4.37,4.4,2.69
2.05,"Premium","H","SI2",62.5,58,16431,8.12,8.08,5.06
0.35,"Ideal","D","VS2",62.3,55,829,4.52,4.54,2.82
0.38,"Ideal","F","VVS2",62,54.1,1010,4.66,4.68,2.9
0.59,"Very Good","D","VS2",63.2,57,1948,5.28,5.32,3.35
0.3,"Very Good","H","SI1",62.9,58,432,4.24,4.28,2.68
0.26,"Ideal","D","VVS2",62.5,56,769,4.11,4.08,2.56
1.01,"Premium","D","VS2",62.2,61,7032,6.43,6.37,3.98
0.34,"Premium","G","VS2",61.2,59,765,4.49,4.43,2.73
0.3,"Premium","D","SI1",62.3,59,709,4.25,4.22,2.64
0.31,"Premium","H","VS1",62.4,58,544,4.32,4.36,2.71
0.9,"Ideal","H","VS1",60.9,56,5013,6.25,6.27,3.81
0.24,"Ideal","F","VS2",62.2,57,419,3.96,4.01,2.48
0.32,"Ideal","E","VS1",61.4,56,898,4.42,4.44,2.72
0.41,"Premium","I","VVS2",62.9,58,1061,4.74,4.71,2.97
0.51,"Ideal","G","VVS1",61.4,55,2027,5.15,5.18,3.17
0.33,"Premium","H","IF",60.3,59,1114,4.49,4.47,2.7
0.52,"Ideal","G","VS2",61.7,56,1428,5.15,5.19,3.19
0.91,"Ideal","F","SI2",62.4,57,3746,6.22,6.18,3.87
0.5,"Ideal","D","SI1",62.7,57,1272,5.06,5.08,3.18
1.01,"Ideal","G","SI2",59.6,57,4327,6.59,6.54,3.91
0.71,"Ideal","I","SI1",61.9,56,2660,5.71,5.74,3.54
0.3,"Premium","I","VS1",59.1,59,608,4.38,4.35,2.58
0.36,"Premium","G","SI2",62.4,58,608,4.58,4.56,2.85
1.3,"Premium","D","SI1",62.2,58,7426,6.93,6.83,4.28
0.36,"Ideal","E","SI1",61.4,57,631,4.56,4.59,2.81
2.02,"Good","J","SI2",64.4,60,10666,7.87,7.93,5.09
1.5,"Fair","I","SI1",56.7,63,7912,7.52,7.57,4.28
1,"Very Good","D","VS2",59.8,60,7281,6.46,6.49,3.87
1.01,"Very Good","D","SI2",58.3,59,4588,6.63,6.67,3.88
0.5,"Premium","H","VS2",60.9,59,1332,5.14,5.11,3.12
0.53,"Ideal","F","SI2",62.4,54,1078,5.19,5.22,3.25
0.26,"Very Good","F","VVS1",60.6,56,657,4.12,4.16,2.51
0.32,"Ideal","E","VVS1",61.6,56,827,4.37,4.43,2.71
0.56,"Ideal","G","IF",61.8,54,2298,5.31,5.33,3.29
0.96,"Premium","D","SI2",60,60,3989,6.47,6.43,3.87
1.5,"Good","G","SI1",62.9,58,10271,7.17,7.3,4.55
0.7,"Premium","E","SI1",62.4,60,2310,5.72,5.63,3.54
0.39,"Ideal","E","VS2",60.5,56,839,4.75,4.77,2.88
1.28,"Ideal","G","SI2",61.4,57,5888,6.96,6.99,4.28
1.54,"Fair","E","SI1",64.7,56,12581,7.28,7.22,4.69
0.72,"Ideal","D","SI1",61.8,56,2883,5.75,5.81,3.57
0.31,"Very Good","D","SI1",63,55,571,4.32,4.34,2.73
0.64,"Good","F","VS1",57.7,61,2222,5.68,5.75,3.29
0.3,"Ideal","D","SI1",61,56,552,4.35,4.37,2.66
0.73,"Premium","F","SI1",61.7,58,2527,5.74,5.7,3.53
1.21,"Premium","G","VVS1",60.1,61,9003,6.92,6.85,4.14
0.58,"Good","E","VVS1",61.9,63,2243,5.27,5.33,3.28
0.5,"Premium","G","VS1",62.5,60,1624,5.06,5.08,3.17
0.33,"Ideal","G","VS2",62.3,55,743,4.47,4.42,2.77
0.51,"Ideal","E","VS2",62,54,1614,5.16,5.13,3.19
1.5,"Premium","J","VS2",59.6,60,7503,7.38,7.31,4.38
0.51,"Very Good","F","SI1",62.5,59,1203,5.08,5.1,3.18
1.14,"Ideal","H","VS2",62.6,56,6095,6.68,6.65,4.17
0.7,"Very Good","G","SI2",58.2,63,1790,5.82,5.79,3.38
0.34,"Good","E","VS2",57,61,816,6.65,4.61,2.64
0.51,"Very Good","F","IF",59.4,60,2304,5.18,5.23,3.09
0.7,"Premium","F","VVS2",62.6,59,3105,5.66,5.62,3.53
1.12,"Ideal","G","SI1",62,55,5451,6.65,6.68,4.13
0.52,"Ideal","F","SI2",61.4,56,1176,5.18,5.21,3.19
0.31,"Ideal","I","SI1",62.2,56,418,4.34,4.37,2.71
0.3,"Premium","D","SI1",62.2,61,709,4.28,4.24,2.65
0.73,"Ideal","F","VVS1",61.9,56,3342,5.83,5.76,3.59
0.41,"Premium","G","VS2",61.8,59,1061,4.76,4.72,2.93
0.5,"Premium","E","SI1",62,59,1415,5.1,5.06,3.15
0.41,"Premium","F","VVS1",61.3,59,1356,4.79,4.73,2.92
0.53,"Ideal","G","VS1",61.9,56,1813,5.21,5.19,3.22
1.51,"Very Good","G","VS2",62.8,57,11923,7.25,7.3,4.57
0.53,"Ideal","D","VS2",62.2,56,1857,5.16,5.19,3.22
0.53,"Ideal","I","SI2",61.8,55,844,5.22,5.26,3.24
1.01,"Very Good","D","SI1",63.3,57,5622,6.33,6.37,4.02
1.02,"Very Good","H","SI1",59.9,58,5131,6.57,6.66,3.96
0.5,"Ideal","G","VVS1",62.7,57,2070,5.1,5.07,3.19
0.3,"Premium","D","SI1",62,60,709,4.29,4.26,2.65
0.92,"Very Good","D","SI2",60.2,61,3057,6.27,6.32,3.79
0.32,"Ideal","H","VS1",61.6,56,592,4.42,4.46,2.73
0.91,"Ideal","J","VS1",60.7,57,3296,6.26,6.23,3.79
0.23,"Very Good","F","VVS2",60,57,530,4,4.04,2.41
1.2,"Ideal","H","VS2",62.8,57,4771,6.71,6.67,4.2
1.12,"Premium","G","SI2",61,60,3838,6.7,6.64,4.07
1.15,"Ideal","I","SI2",61.3,57,5216,6.78,6.71,4.13
1.01,"Very Good","I","SI1",59.7,60,4186,6.49,6.55,3.89
0.32,"Ideal","F","VVS2",61.4,57,728,4.41,4.45,2.72
0.41,"Ideal","F","VS1",62,55,1007,4.77,4.81,2.97
1.13,"Ideal","E","SI1",62.2,55,6682,6.69,6.66,4.15
0.31,"Ideal","H","SI1",61.9,56,595,4.38,4.35,2.7
0.3,"Ideal","I","VS1",61.6,56,608,4.36,4.31,2.67
0.5,"Good","D","SI1",63.6,58,1436,5.05,5.08,3.22
2.01,"Good","I","SI1",64.1,60,10184,7.92,7.88,5.06
0.5,"Ideal","F","VS1",61.2,56,1695,5.13,5.17,3.15
0.7,"Premium","E","VS1",58.4,59,2854,5.91,5.83,3.43
1.06,"Ideal","G","VS2",61.9,54,6890,6.54,6.58,4.06
1.22,"Ideal","G","VVS2",62.3,56,10221,6.84,6.81,4.25
1,"Premium","G","SI2",62.2,59,4480,6.39,6.35,3.96
0.53,"Ideal","F","VS2",62.3,55,1566,5.17,5.2,3.23
0.3,"Very Good","G","SI1",62.7,58,447,4.22,4.27,2.66
0.7,"Very Good","F","SI1",62.9,59,2401,5.62,5.67,3.55
0.41,"Premium","E","VVS2",60.9,56,1231,4.84,4.78,2.93
1.51,"Good","I","SI1",63.8,57,6046,7.21,7.18,4.59
1.29,"Good","I","I1",64.2,54,3098,6.93,6.83,4.42
0.37,"Premium","E","VVS2",59.6,60,971,4.75,4.68,2.81
0.29,"Ideal","H","VS1",62.4,54,464,4.23,4.26,2.65
0.71,"Very Good","J","VVS1",59.7,58,2218,5.8,5.83,3.47
0.3,"Premium","G","VVS2",62.9,55,878,4.28,4.24,2.68
0.3,"Premium","E","VVS2",61.8,58,789,4.26,4.29,2.64
0.71,"Fair","D","SI1",65.1,59,2352,5.59,5.56,3.63
0.26,"Very Good","E","VVS2",63,58,597,4.08,4.11,2.58
0.36,"Premium","D","VS2",59.1,58,852,4.63,4.68,2.75
0.72,"Premium","F","SI1",60.1,59,2492,5.83,5.81,3.5
0.3,"Ideal","G","VVS1",60.9,56.8,735,4.34,4.38,2.65
0.71,"Ideal","G","VS2",62.1,57,2587,5.71,5.63,3.52
1,"Ideal","F","SI1",62.4,55,4939,6.45,6.37,4
1.01,"Ideal","F","VS1",60.9,57,8077,6.52,6.49,3.96
1.1,"Ideal","J","SI2",62,59,4226,6.58,6.61,4.09
1.02,"Very Good","E","SI1",63.1,57,4524,6.43,6.37,4.04
0.57,"Ideal","D","VS1",61.7,56,2091,5.31,5.33,3.28
1.71,"Ideal","H","VS2",62.5,57,13445,7.59,7.63,4.76
0.8,"Ideal","F","SI2",62,57,2495,5.96,5.98,3.7
1.01,"Premium","H","SI1",59.5,59,4771,6.56,6.52,3.89
0.54,"Premium","D","VVS1",61.4,57.5,3194,5.25,5.28,3.23
0.26,"Ideal","H","VS1",62.6,56,448,4.07,4.09,2.55
0.33,"Premium","G","SI1",62.3,59,492,4.39,4.44,2.75
0.91,"Good","H","VS2",63.1,59,3921,6.13,6.16,3.88
0.36,"Ideal","G","VS1",61.3,56,746,4.6,4.64,2.83
1.2,"Very Good","H","SI1",62.8,58,5567,6.73,6.8,4.25
0.31,"Very Good","H","VVS1",61.2,56,651,4.37,4.39,2.68
0.38,"Ideal","G","SI2",62,55,532,4.66,4.69,2.9
0.53,"Premium","G","VS2",60.7,59,1607,5.24,5.18,3.16
1.54,"Premium","J","VVS2",61.1,59,8652,7.45,7.4,4.54
0.52,"Ideal","E","SI1",62.1,57,1389,5.1,5.14,3.18
0.32,"Ideal","E","VVS2",61.5,57,1080,4.41,4.4,2.71
0.53,"Ideal","F","SI1",61.8,56,1360,5.19,5.23,3.22
0.56,"Ideal","H","VS1",61.8,55,1770,5.29,5.33,3.28
0.35,"Ideal","H","VVS1",62.6,57,1024,4.47,4.45,2.79
0.34,"Ideal","H","IF",61.6,55,844,4.51,4.55,2.78
1.35,"Premium","F","SI2",62.8,60,6804,7.08,7,4.42
0.43,"Ideal","D","SI1",61.6,56,807,4.82,4.86,2.98
0.41,"Very Good","F","SI1",63.2,59,969,4.72,4.68,2.97
0.75,"Very Good","E","SI1",63.4,57,2698,5.77,5.75,3.65
0.42,"Ideal","E","VS1",60.6,57,1177,4.84,4.86,2.94
1.29,"Very Good","F","I1",58.2,61,3774,7.11,7.15,4.15
0.7,"Ideal","F","SI1",61.8,56,2528,5.68,5.75,3.53
1.12,"Premium","F","VS1",61.2,58,7903,6.72,6.68,4.1
0.76,"Ideal","J","VS2",61.8,54,2026,5.87,5.91,3.64
0.52,"Very Good","G","VS1",63.8,58,1641,5.06,5.09,3.24
0.52,"Very Good","F","VS2",63.9,57,1550,5.08,5.12,3.26
0.9,"Premium","G","SI1",60.6,60,3407,6.22,6.15,3.75
0.43,"Ideal","H","VVS1",61.7,56,987,4.86,4.9,3.01
0.3,"Very Good","G","VS1",63.4,55,725,4.32,4.26,2.72
1.53,"Very Good","H","SI1",61,61,10468,7.4,7.45,4.53
1.37,"Premium","E","VS1",59.4,60,12713,7.27,7.2,4.3
1.07,"Premium","G","SI2",62,59,4401,6.54,6.5,4.04
0.5,"Very Good","H","SI1",61.9,63,1031,5.08,5.04,3.13
1.06,"Ideal","G","VS2",61.8,57,6240,6.56,6.52,4.04
1.06,"Premium","E","SI2",61.7,62,4654,6.54,6.5,4.02
1,"Very Good","D","SI2",58.3,61,4543,6.54,6.59,3.83
0.36,"Ideal","F","SI1",62,56,600,4.54,4.59,2.83
0.51,"Premium","E","VS2",60.6,58,1662,5.15,5.12,3.11
1.2,"Fair","H","SI2",64.8,58,4368,6.61,6.56,4.27
0.42,"Ideal","D","SI1",61.5,56,810,4.81,4.85,2.97
0.62,"Ideal","D","SI1",61.6,55,1934,5.49,5.51,3.39
0.55,"Ideal","F","VS2",61.4,57,2026,5.26,5.3,3.24
0.36,"Ideal","F","SI1",59.7,57,644,4.69,4.72,2.81
0.5,"Ideal","D","VS2",62.8,56,1845,5.08,5.04,3.18
0.34,"Premium","D","VS2",62.1,58,1033,4.5,4.45,2.78
0.52,"Very Good","G","VS1",59.1,60,1554,5.24,5.19,3.08
0.51,"Premium","D","SI1",63,59,1574,5.11,5.05,3.2
0.4,"Ideal","E","VVS2",61.7,55,1158,4.74,4.76,2.93
0.56,"Ideal","E","VS2",61.7,54,1819,5.28,5.35,3.28
0.54,"Very Good","G","SI1",62.2,57,1241,5.17,5.22,3.23
0.33,"Premium","G","VS2",61.3,59,743,4.46,4.44,2.73
0.77,"Premium","G","VS2",61.3,60,2846,5.91,5.81,3.59
0.42,"Ideal","E","VVS1",61.6,56,1400,4.82,4.85,2.98
0.31,"Premium","E","VVS2",61.4,58,816,4.33,4.36,2.67
1.09,"Ideal","H","SI1",62.5,56,5125,6.53,6.58,4.1
0.5,"Ideal","H","VS1",61.1,56,1637,5.1,5.14,3.13
1.03,"Premium","I","SI1",61.6,59,4362,6.46,6.49,3.99
0.32,"Ideal","H","VS1",61.8,55,720,4.42,4.41,2.73
0.35,"Very Good","E","SI1",60.7,59,614,4.52,4.57,2.76
0.7,"Good","H","VVS2",64.3,60,2355,5.59,5.55,3.58
1.13,"Ideal","E","VVS2",61.4,57,11115,6.69,6.74,4.12
0.38,"Premium","I","SI2",60,59,500,4.69,4.71,2.82
1,"Premium","E","VS2",60,60,6600,6.43,6.43,3.89
1.27,"Very Good","H","SI2",60.6,59,5715,6.97,7,4.23
0.56,"Fair","E","VVS2",57.3,60,2426,5.5,5.57,3.17
1.21,"Ideal","E","SI1",62,56,6887,6.83,6.76,4.21
0.3,"Ideal","G","SI2",60.6,56,405,4.35,4.4,2.65
1.06,"Very Good","D","VVS1",61.8,57,11815,6.49,6.52,4.03
1.5,"Premium","F","VS2",60.3,58,14486,7.47,7.39,4.48
1,"Very Good","G","SI2",63.3,56,3920,6.38,6.29,4.01
0.52,"Good","H","SI1",57.6,61,1056,5.34,5.32,3.07
0.72,"Very Good","H","VS1",60.6,63,2782,5.83,5.76,3.51
0.4,"Ideal","E","VS2",62.6,56,949,4.67,4.69,2.93
0.42,"Ideal","E","SI1",62.6,57,992,4.84,4.81,3.02
0.4,"Ideal","E","SI1",60.6,56,772,4.77,4.78,2.9
0.71,"Very Good","H","SI2",63.3,58,2055,5.65,5.69,3.59
2,"Good","I","SI1",63,61,15072,7.93,7.97,5.01
1.04,"Premium","E","SI2",62.8,59,4370,6.45,6.41,4.04
1,"Premium","G","VS1",59.7,59,7164,6.57,6.5,3.9
0.8,"Premium","E","SI1",61.2,60,2912,5.97,5.95,3.65
1.02,"Ideal","E","SI2",61.6,56,4547,6.55,6.48,3.99
0.32,"Ideal","E","VS2",61.3,55,846,4.41,4.43,2.71
1.33,"Good","G","VS1",62.8,60,10096,6.87,6.92,4.33
0.95,"Very Good","J","VVS2",60.5,59,4098,6.33,6.36,3.84
0.5,"Premium","D","VS2",61.2,60,1752,5.08,5.12,3.12
0.51,"Ideal","E","SI1",59.6,57,1546,5.24,5.2,3.11
1,"Very Good","F","VS1",58.4,63,6021,6.58,6.47,3.81
0.71,"Very Good","E","VS1",61.8,56,3059,5.74,5.78,3.56
0.31,"Ideal","D","VS2",62.1,54,942,4.37,4.33,2.7
1.2,"Premium","E","VS2",63,58,9139,6.75,6.71,4.24
1.35,"Very Good","J","SI1",61.1,61,5613,7.1,7.13,4.35
1.01,"Premium","E","SI1",59.9,59,4991,6.49,6.46,3.88
0.41,"Very Good","G","VVS1",63.1,57,945,4.68,4.73,2.97
0.75,"Ideal","G","VVS2",62,56,3740,5.79,5.85,3.61
0.8,"Very Good","J","VS1",62.7,58,2487,5.91,5.95,3.72
0.8,"Premium","E","SI2",59.1,61,2304,6.03,5.99,3.55
0.3,"Very Good","G","VVS2",63.1,56,878,4.23,4.2,2.66
0.4,"Very Good","E","SI1",61.3,61,737,4.73,4.76,2.91
0.61,"Premium","F","VVS2",63,60,2319,5.35,5.29,3.35
1,"Good","F","SI1",62.5,57,4504,6.28,6.39,3.96
1.06,"Good","E","SI2",63.9,60,4321,6.45,6.41,4.11
0.31,"Ideal","H","VS1",62.1,54,544,4.3,4.37,2.69
0.35,"Ideal","G","SI1",61.3,56,522,4.54,4.56,2.79
0.33,"Very Good","D","VS1",60.3,61,727,4.48,4.51,2.71
1.04,"Ideal","F","VVS2",61.2,57,9169,6.53,6.5,3.99
0.55,"Ideal","G","VS1",60.9,55,1786,5.29,5.32,3.23
0.35,"Very Good","D","VS1",59.9,56,846,4.61,4.64,2.77
1.31,"Good","G","SI1",63.4,56.5,7147,6.87,6.97,4.4
0.33,"Premium","G","VS2",61.1,59,743,4.47,4.43,2.72
1.1,"Ideal","G","VS2",62.5,54,7074,6.59,6.62,4.12
0.32,"Ideal","E","VS2",62.1,55,639,4.39,4.43,2.74
0.32,"Premium","F","SI1",62.7,57,684,4.4,4.37,2.75
1.01,"Premium","H","SI1",61.8,59,5204,6.38,6.33,3.93
0.31,"Very Good","F","VS2",62.1,54,500,4.34,4.39,2.71
0.59,"Ideal","I","VS1",62.2,57,1442,5.33,5.38,3.33
1.25,"Ideal","G","VS2",61.5,58,9282,6.88,6.93,4.25
1.52,"Premium","E","SI2",58.1,60,9831,7.59,7.53,4.39
1.62,"Very Good","H","SI1",62.8,59,10521,7.4,7.45,4.66
0.3,"Very Good","E","VVS2",62.5,56,742,4.28,4.3,2.68
1.53,"Premium","G","SI1",58.4,59,9476,7.62,7.55,4.43
1.05,"Very Good","E","VS1",61.6,58,7521,6.53,6.56,4.03
0.52,"Ideal","E","VS1",60,56,1883,5.25,5.29,3.16
1.25,"Ideal","G","IF",60.2,54,11511,6.99,7.03,4.22
0.71,"Premium","I","VS2",60,58,1952,5.79,5.85,3.49
2.17,"Premium","H","SI1",62.3,58,13248,8.29,8.25,5.15
0.81,"Ideal","I","VS2",61.8,56,2939,6.02,5.99,3.71
1.54,"Premium","G","SI1",61.3,59,10219,7.41,7.38,4.53
1.04,"Ideal","H","SI1",61.3,55,3984,6.49,6.44,3.96
0.3,"Ideal","F","VVS2",62.2,55,684,4.29,4.33,2.68
0.55,"Ideal","H","SI2",62.2,54,1057,5.28,5.3,3.29
1.36,"Good","G","SI1",64.3,59,7549,6.93,6.85,4.43
0.4,"Premium","E","VVS1",61.4,59,1333,4.68,4.74,2.89
0.72,"Ideal","G","VS1",62,56,3540,5.74,5.78,3.57
1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
2.05,"Ideal","J","SI1",60.3,60,14037,8.17,8.24,4.95
1.21,"Premium","G","SI1",59.5,62,5556,6.65,6.57,3.84
0.54,"Premium","G","SI2",61.4,59,1195,5.24,5.21,3.21
1.04,"Ideal","G","VS2",61.6,55,6617,6.51,6.55,4.02
1,"Very Good","E","SI2",61.9,59,4311,6.39,6.43,3.97
0.53,"Very Good","H","SI1",61.7,55,1189,5.2,5.24,3.22
0.73,"Ideal","D","SI1",61.4,56,2995,5.78,5.82,3.56
0.3,"Ideal","J","VS1",62,57,411,4.28,4.3,2.66
1.51,"Very Good","I","VVS1",63,59,11088,7.24,7.3,4.58
1.04,"Good","E","SI1",63.8,58,5766,6.46,6.39,4.1
0.32,"Premium","G","IF",59.4,59,1020,4.51,4.48,2.67
1.11,"Very Good","G","VS2",62.2,55,6593,6.61,6.67,4.13
1.13,"Very Good","I","VS2",60.7,58,5531,6.72,6.75,4.09
1.47,"Premium","J","SI2",60,58,6223,7.36,7.31,4.4
0.3,"Ideal","H","SI1",62,58,407,4.25,4.33,2.66
1.7,"Very Good","F","SI2",63.4,57,11091,7.54,7.57,4.79
0.71,"Premium","F","SI1",62.3,60,2458,5.68,5.65,3.53
1.5,"Good","H","SI2",58.4,62,7714,7.44,7.49,4.36
1.2,"Premium","I","SI2",60,58,4989,6.91,6.93,4.15
1.13,"Ideal","H","SI2",62,57,4556,6.74,6.64,4.15
0.36,"Very Good","G","VVS2",59.5,56,858,4.68,4.73,2.8
0.36,"Premium","D","VS2",61.8,58,1094,4.58,4.55,2.82
0.33,"Ideal","G","SI1",62.2,54,475,4.42,4.45,2.76
1,"Very Good","D","SI2",63.2,56,3965,6.38,6.33,4.02
1.02,"Ideal","G","SI1",60.3,56,4708,6.57,6.54,3.95
1.37,"Ideal","I","VS2",61.6,55,8000,7.13,7.16,4.4
0.38,"Very Good","E","SI2",62.5,61,590,4.59,4.63,2.88
0.82,"Ideal","D","VS2",61.9,56,4628,5.98,6.03,3.72
0.7,"Very Good","I","VS2",61.1,60,2166,5.67,5.75,3.49
0.7,"Ideal","F","SI1",60.7,57,2671,5.78,5.82,3.52
0.86,"Ideal","D","SI1",62.8,56,3709,6.05,6.08,3.81
0.32,"Ideal","G","VVS1",61.1,57,1080,4.43,4.41,2.7
1.05,"Ideal","F","SI2",62.7,54,4866,6.5,6.54,4.09
0.38,"Premium","D","VS1",61.2,58,1140,4.68,4.63,2.85
1.51,"Ideal","E","SI2",62.6,53,10147,7.4,7.32,4.61
0.3,"Ideal","G","VVS2",62.4,57,665,4.27,4.29,2.67
0.3,"Very Good","D","VS2",62.9,59,710,4.22,4.27,2.67
2.01,"Premium","J","SI2",62,59,12403,8.04,8.1,5
1.21,"Very Good","H","VS1",63.3,58,6871,6.77,6.72,4.27
0.32,"Ideal","G","VS2",61.8,55,720,4.43,4.41,2.73
1.03,"Very Good","J","SI2",63.1,57,3640,6.41,6.43,4.05
1.16,"Premium","I","VS1",60.4,59,5457,6.89,6.82,4.14
1.24,"Very Good","J","SI2",62.8,58,4789,6.77,6.83,4.27
0.51,"Very Good","E","VVS1",59.9,57,2501,5.22,5.24,3.14
